date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2018-12-11,5,-2,0.0,8.7,2,24,11:31 AM,09:40 PM,08:12 AM,05:41 PM,-5,-2,1,-2,18,10,66,0.0,1020,5,10,179,10,21639
2018-12-12,6,0,0.0,7.0,1,31,12:07 PM,10:36 PM,08:13 AM,05:41 PM,-4,0,3,0,16,39,61,0.0,1022,6,10,259,9,21639
2018-12-13,9,2,0.0,8.7,2,38,12:40 PM,11:33 PM,08:13 AM,05:42 PM,1,3,5,3,17,48,73,0.0,1027,9,10,133,9,21639
2018-12-14,12,5,0.0,5.2,2,45,01:10 PM,No moonset,08:14 AM,05:42 PM,6,7,8,7,12,58,91,5.2,1028,12,7,88,6,21639
2018-12-15,12,11,0.0,3.5,3,51,01:39 PM,12:30 AM,08:15 AM,05:42 PM,11,9,11,9,30,100,96,43.2,1018,12,7,59,19,21639
2018-12-16,9,4,0.0,3.5,2,58,02:06 PM,01:29 AM,08:15 AM,05:43 PM,6,4,7,4,35,94,90,28.3,1011,9,8,156,23,21639
2018-12-17,10,4,0.0,8.7,3,65,02:35 PM,02:28 AM,08:16 AM,05:43 PM,1,2,6,2,27,20,73,0.0,1012,10,10,295,17,21639
2018-12-18,5,1,0.0,8.7,2,72,03:06 PM,03:30 AM,08:17 AM,05:43 PM,-4,-1,3,-1,25,4,59,0.0,1020,5,10,311,16,21639
2018-12-19,8,1,0.0,8.7,2,78,03:40 PM,04:34 AM,08:17 AM,05:44 PM,-3,1,3,1,13,3,66,0.0,1022,8,10,206,8,21639
2018-12-20,14,2,0.0,3.5,2,85,04:19 PM,05:41 AM,08:18 AM,05:44 PM,5,5,7,5,23,68,86,16.1,1015,14,9,112,13,21639
2018-12-21,17,13,0.0,7.0,4,92,05:05 PM,06:49 AM,08:18 AM,05:45 PM,14,15,16,15,35,74,90,31.2,995,17,8,173,20,21639
2018-12-22,9,4,0.0,8.7,2,99,05:59 PM,07:58 AM,08:19 AM,05:45 PM,2,4,7,4,32,33,70,2.2,1006,9,10,284,21,21639
2018-12-23,7,2,0.0,8.7,3,94,07:02 PM,09:03 AM,08:19 AM,05:46 PM,-1,2,4,2,13,13,70,0.0,1021,7,10,246,8,21639
2018-12-24,7,3,0.0,8.7,2,88,08:10 PM,10:02 AM,08:20 AM,05:46 PM,-0,2,5,2,21,48,70,0.4,1021,7,9,285,12,21639
2018-12-25,5,-0,0.0,7.0,1,81,09:22 PM,10:54 AM,08:20 AM,05:47 PM,-5,-1,2,-1,16,43,61,0.0,1028,5,10,307,10,21639
2018-12-26,6,-0,0.0,8.7,2,74,10:33 PM,11:38 AM,08:20 AM,05:47 PM,-4,-0,2,-0,12,8,65,0.0,1033,6,10,279,7,21639
2018-12-27,8,1,0.0,8.7,3,67,11:44 PM,12:16 PM,08:21 AM,05:48 PM,0,2,4,2,16,28,76,0.0,1035,8,10,156,9,21639
2018-12-28,17,9,0.0,3.5,3,61,No moonrise,12:50 PM,08:21 AM,05:49 PM,12,11,13,11,32,90,92,68.9,1019,17,6,201,19,21639
2018-12-29,13,4,0.0,7.0,2,54,12:51 AM,01:22 PM,08:21 AM,05:49 PM,5,7,9,7,24,40,76,0.0,1020,13,10,304,15,21639
2018-12-30,7,3,0.0,7.0,2,47,01:57 AM,01:53 PM,08:22 AM,05:50 PM,-0,4,5,4,7,44,71,0.0,1024,7,10,261,5,21639
2018-12-31,11,3,0.0,3.5,2,40,03:01 AM,02:24 PM,08:22 AM,05:51 PM,5,4,7,4,22,66,88,16.7,1022,11,9,143,12,21639
2019-01-01,16,7,0.0,7.0,3,34,04:04 AM,02:58 PM,08:22 AM,05:52 PM,9,12,13,12,40,58,75,1.8,1015,16,10,272,15,21639
2019-01-02,8,2,0.0,7.0,2,27,05:06 AM,03:34 PM,08:22 AM,05:53 PM,1,4,6,4,16,65,74,0.0,1024,8,10,130,6,21639
2019-01-03,9,3,0.0,5.2,2,20,06:06 AM,04:13 PM,08:22 AM,05:53 PM,3,4,6,4,23,72,78,1.5,1016,9,10,252,10,21639
2019-01-04,9,2,0.0,7.0,2,13,07:03 AM,04:57 PM,08:22 AM,05:54 PM,2,4,6,4,15,57,79,0.5,1015,9,9,163,9,21639
2019-01-05,10,8,0.0,3.5,2,6,07:56 AM,05:46 PM,08:22 AM,05:55 PM,7,6,9,6,22,72,89,8.9,1002,10,6,216,13,21639
2019-01-06,10,4,0.0,8.7,3,0,08:45 AM,06:37 PM,08:22 AM,05:56 PM,2,4,7,4,30,11,69,0.0,1018,10,10,301,14,21639
2019-01-07,3,-0,0.0,5.2,1,7,09:28 AM,07:32 PM,08:22 AM,05:57 PM,-6,-2,1,-2,18,45,58,0.0,1030,3,10,131,7,21639
2019-01-08,10,3,0.0,8.7,2,14,10:07 AM,08:27 PM,08:22 AM,05:58 PM,6,5,7,5,26,59,89,2.8,1015,10,10,199,10,21639
2019-01-09,7,1,0.0,7.0,2,21,10:41 AM,09:25 PM,08:22 AM,05:59 PM,-2,1,6,1,43,36,60,2.1,1008,7,9,283,22,21639
2019-01-10,3,-2,0.0,8.2,1,27,11:12 AM,10:21 PM,08:22 AM,06:00 PM,-9,-6,0,-6,44,41,51,0.0,1014,3,10,305,17,21639
2019-01-11,1,-2,0.0,9.8,2,34,11:41 AM,11:18 PM,08:22 AM,06:01 PM,-12,-6,-1,-6,27,7,43,0.0,1026,1,10,323,8,21639
