date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2018-12-11,5,-3,0.0,8.7,2,24,11:38 AM,09:46 PM,08:19 AM,05:47 PM,-6,-2,0,-2,10,1,65,0.0,1020,5,10,296,7,21703
2018-12-12,6,-3,0.0,7.0,1,31,12:14 PM,10:42 PM,08:20 AM,05:47 PM,-3,-2,1,-2,14,31,75,0.0,1022,6,10,215,8,21703
2018-12-13,8,1,0.0,8.7,2,38,12:47 PM,11:40 PM,08:21 AM,05:47 PM,1,2,3,2,9,45,84,0.0,1026,8,10,94,5,21703
2018-12-14,7,-0,0.0,5.2,1,45,01:17 PM,No moonset,08:22 AM,05:47 PM,2,2,3,2,7,65,91,5.5,1028,7,8,111,4,21703
2018-12-15,10,5,0.0,3.5,2,51,01:46 PM,12:37 AM,08:22 AM,05:48 PM,7,5,7,5,25,100,97,48.4,1018,10,7,35,15,21703
2018-12-16,6,2,0.0,3.5,1,58,02:13 PM,01:36 AM,08:23 AM,05:48 PM,4,2,5,2,21,93,92,21.8,1013,6,7,135,15,21703
2018-12-17,10,1,0.0,7.0,2,65,02:42 PM,02:35 AM,08:24 AM,05:48 PM,-0,0,4,0,24,24,75,0.0,1013,10,10,290,15,21703
2018-12-18,5,-1,0.0,8.7,2,72,03:12 PM,03:37 AM,08:24 AM,05:49 PM,-4,-2,2,-2,20,2,64,0.0,1021,5,10,308,14,21703
2018-12-19,7,0,0.0,8.7,2,78,03:46 PM,04:41 AM,08:25 AM,05:49 PM,-3,1,3,1,10,4,67,0.0,1021,7,10,187,6,21703
2018-12-20,5,-0,0.0,3.5,1,85,04:25 PM,05:49 AM,08:26 AM,05:49 PM,1,1,3,1,15,66,88,17.9,1014,5,9,104,9,21703
2018-12-21,16,8,0.0,5.2,3,92,05:11 PM,06:57 AM,08:26 AM,05:50 PM,12,12,14,12,32,79,90,10.5,993,16,8,182,18,21703
2018-12-22,8,2,0.0,7.0,2,99,06:05 PM,08:06 AM,08:27 AM,05:50 PM,0,1,5,1,31,41,72,1.7,1008,8,9,289,22,21703
2018-12-23,7,0,0.0,8.7,1,94,07:07 PM,09:12 AM,08:27 AM,05:51 PM,-1,2,3,2,10,36,75,1.9,1021,7,9,206,6,21703
2018-12-24,5,-1,0.0,8.7,2,88,08:16 PM,10:10 AM,08:27 AM,05:52 PM,-2,-1,3,-1,20,40,74,0.1,1021,5,10,293,13,21703
2018-12-25,4,-2,0.0,3.5,1,81,09:28 PM,11:02 AM,08:28 AM,05:52 PM,-6,-2,0,-2,10,60,62,0.1,1028,4,10,273,7,21703
2018-12-26,7,-1,0.0,8.7,2,74,10:40 PM,11:46 AM,08:28 AM,05:53 PM,-3,1,2,1,7,15,68,0.0,1033,7,10,253,5,21703
2018-12-27,7,0,0.0,8.7,1,67,11:50 PM,12:23 PM,08:29 AM,05:53 PM,-1,1,3,1,15,35,75,0.1,1033,7,10,153,9,21703
2018-12-28,8,5,0.0,3.5,2,61,No moonrise,12:57 PM,08:29 AM,05:54 PM,6,5,7,5,15,87,97,43.4,1018,8,5,165,8,21703
2018-12-29,7,2,0.0,8.7,2,54,12:58 AM,01:29 PM,08:29 AM,05:55 PM,2,3,6,3,22,39,79,0.1,1021,7,10,305,14,21703
2018-12-30,7,1,0.0,8.7,1,47,02:04 AM,02:00 PM,08:29 AM,05:56 PM,-0,2,3,2,7,36,77,0.0,1024,7,10,190,5,21703
2018-12-31,9,1,0.0,3.5,2,40,03:08 AM,02:31 PM,08:29 AM,05:56 PM,4,2,4,2,20,81,96,19.7,1021,9,6,148,10,21703
2019-01-01,12,5,0.0,8.7,3,34,04:11 AM,03:04 PM,08:30 AM,05:57 PM,6,7,10,7,34,28,79,0.0,1015,12,10,271,15,21703
2019-01-02,7,2,0.0,3.5,2,27,05:13 AM,03:40 PM,08:30 AM,05:58 PM,2,3,5,3,14,83,79,0.0,1022,7,10,122,4,21703
2019-01-03,6,3,0.0,8.7,3,20,06:13 AM,04:19 PM,08:30 AM,05:59 PM,1,3,5,3,19,34,77,0.2,1017,6,10,266,6,21703
2019-01-04,8,1,0.0,6.5,1,13,07:11 AM,05:03 PM,08:30 AM,06:00 PM,2,2,4,2,12,60,86,0.8,1014,8,8,196,4,21703
2019-01-05,10,4,0.0,8.2,2,6,08:04 AM,05:51 PM,08:30 AM,06:01 PM,4,4,6,4,22,63,88,8.1,1004,10,7,184,12,21703
2019-01-06,9,2,0.0,9.7,3,0,08:53 AM,06:43 PM,08:30 AM,06:01 PM,1,2,5,2,25,5,72,0.0,1019,9,10,293,9,21703
2019-01-07,2,-0,0.0,8.2,1,7,09:36 AM,07:38 PM,08:30 AM,06:02 PM,-6,-3,1,-3,17,62,62,0.0,1029,2,10,113,7,21703
2019-01-08,10,1,0.0,9.7,2,14,10:14 AM,08:34 PM,08:30 AM,06:03 PM,4,3,6,3,25,38,85,3.9,1013,10,9,189,11,21703
2019-01-09,5,-2,0.2,6.6,1,21,10:48 AM,09:31 PM,08:30 AM,06:04 PM,-4,-3,2,-3,37,59,66,2.4,1010,5,7,285,20,21703
2019-01-10,2,-3,0.0,9.8,1,27,11:19 AM,10:27 PM,08:29 AM,06:05 PM,-11,-9,-2,-9,43,29,50,0.0,1017,2,9,306,14,21703
2019-01-11,1,-4,0.0,9.8,2,34,11:48 AM,11:25 PM,08:29 AM,06:06 PM,-11,-7,-2,-7,26,9,53,0.0,1028,1,10,311,6,21703
