date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2015-03-31,16,4,0.0,11.6,3,74,04:12 PM,04:48 AM,06:52 AM,07:29 PM,4,5,8,5,31,22,76,9.9,1009,16,10,234,18,21220
2015-04-01,11,2,0.0,11.6,3,81,05:07 PM,05:20 AM,06:50 AM,07:30 PM,-0,2,6,2,24,6,67,0.0,1020,11,10,267,15,21220
2015-04-02,17,4,0.0,9.0,3,88,06:02 PM,05:50 AM,06:49 AM,07:31 PM,5,8,11,8,38,38,68,0.4,1021,17,9,195,23,21220
2015-04-03,18,14,0.0,7.7,4,95,06:58 PM,06:19 AM,06:47 AM,07:32 PM,13,15,15,15,35,69,89,10.0,1010,18,8,214,19,21220
2015-04-04,11,6,0.0,11.6,3,100,07:54 PM,06:49 AM,06:46 AM,07:33 PM,2,6,9,6,48,17,63,7.6,1015,11,10,301,30,21220
2015-04-05,15,5,0.0,11.6,4,92,08:51 PM,07:21 AM,06:44 AM,07:34 PM,2,7,10,7,34,10,58,0.0,1024,15,10,220,20,21220
2015-04-06,20,7,0.0,11.6,5,85,09:49 PM,07:55 AM,06:42 AM,07:35 PM,7,11,13,11,28,8,68,0.0,1023,20,10,188,16,21220
2015-04-07,22,10,0.0,9.0,4,78,10:46 PM,08:32 AM,06:41 AM,07:36 PM,13,15,16,15,26,55,84,2.9,1021,22,10,166,16,21220
2015-04-08,8,5,0.0,6.5,2,72,11:43 PM,09:14 AM,06:39 AM,07:36 PM,6,3,7,3,27,99,89,3.9,1024,8,7,65,20,21220
2015-04-09,8,4,0.0,6.5,2,65,No moonrise,10:01 AM,06:38 AM,07:37 PM,4,3,6,3,18,95,86,0.5,1024,8,9,82,13,21220
2015-04-10,17,6,0.0,9.1,3,58,12:38 AM,10:53 AM,06:36 AM,07:38 PM,9,9,11,9,19,69,90,6.8,1014,17,10,194,12,21220
2015-04-11,15,9,0.0,11.6,4,51,01:30 AM,11:51 AM,06:35 AM,07:39 PM,5,9,11,9,33,15,66,0.0,1019,15,10,312,20,21220
2015-04-12,17,6,0.0,11.6,4,44,02:18 AM,12:52 PM,06:33 AM,07:40 PM,3,10,11,10,17,6,57,0.0,1026,17,10,186,10,21220
2015-04-13,16,8,0.0,9.1,3,38,03:04 AM,01:59 PM,06:32 AM,07:41 PM,6,11,12,11,21,48,71,0.7,1019,16,10,197,12,21220
2015-04-14,17,9,0.0,9.1,3,31,03:46 AM,03:07 PM,06:30 AM,07:42 PM,8,12,13,12,20,57,74,0.8,1020,17,9,174,12,21220
2015-04-15,15,10,0.0,10.3,3,24,04:26 AM,04:17 PM,06:29 AM,07:43 PM,8,11,12,11,24,57,77,2.5,1021,15,9,145,15,21220
2015-04-16,15,10,0.0,11.6,4,17,05:05 AM,05:29 PM,06:27 AM,07:44 PM,6,10,12,10,27,41,70,0.0,1028,15,10,106,15,21220
2015-04-17,21,12,0.0,9.1,4,11,05:44 AM,06:40 PM,06:26 AM,07:45 PM,13,15,16,15,15,57,83,9.9,1018,21,8,204,10,21220
2015-04-18,24,12,0.0,11.6,5,4,06:23 AM,07:52 PM,06:24 AM,07:46 PM,10,17,18,17,17,8,64,0.6,1016,24,10,214,9,21220
2015-04-19,17,11,0.0,10.4,3,3,07:05 AM,09:01 PM,06:23 AM,07:47 PM,7,11,14,11,43,39,65,1.2,1020,17,9,88,28,21220
2015-04-20,22,13,0.0,10.4,4,10,07:49 AM,10:07 PM,06:22 AM,07:48 PM,15,17,19,17,38,60,84,38.5,1004,22,8,165,24,21220
2015-04-21,16,11,0.0,10.4,3,16,08:37 AM,11:08 PM,06:20 AM,07:49 PM,7,13,14,13,27,45,66,1.1,1007,16,10,284,18,21220
2015-04-22,18,7,0.0,10.4,3,23,09:28 AM,No moonset,06:19 AM,07:50 PM,6,10,12,10,32,33,66,5.2,1007,18,10,251,19,21220
2015-04-23,11,4,0.0,7.9,2,30,10:21 AM,12:03 AM,06:17 AM,07:51 PM,0,4,7,4,33,39,61,0.1,1011,11,10,298,22,21220
2015-04-24,13,2,0.0,11.6,3,37,11:17 AM,12:52 AM,06:16 AM,07:52 PM,-2,3,7,3,33,6,53,0.0,1015,13,10,316,23,21220
2015-04-25,12,4,0.0,9.1,2,44,12:12 PM,01:36 AM,06:15 AM,07:53 PM,-0,5,7,5,14,56,61,2.3,1012,12,10,282,9,21220
2015-04-26,15,6,0.0,11.6,4,50,01:08 PM,02:14 AM,06:13 AM,07:54 PM,4,8,10,8,19,51,65,1.8,1006,15,10,197,12,21220
2015-04-27,13,9,0.0,11.6,4,57,02:04 PM,02:49 AM,06:12 AM,07:55 PM,5,10,11,10,21,32,64,0.0,1009,13,10,229,14,21220
2015-04-28,18,11,0.0,9.2,4,64,02:59 PM,03:21 AM,06:11 AM,07:56 PM,9,13,14,13,20,53,75,1.6,1015,18,9,193,12,21220
2015-04-29,23,10,0.0,11.6,5,71,03:55 PM,03:52 AM,06:10 AM,07:57 PM,8,15,16,15,18,9,65,0.0,1008,23,10,281,10,21220
2015-04-30,20,12,0.0,9.2,4,77,04:50 PM,04:21 AM,06:08 AM,07:58 PM,10,15,15,15,20,43,72,3.8,1007,20,10,134,13,21220
2015-05-01,15,10,0.0,8.0,3,84,05:46 PM,04:51 AM,06:07 AM,07:59 PM,8,11,12,11,16,61,76,0.9,1013,15,9,44,11,21220
2015-05-02,22,8,0.0,11.6,5,91,06:43 PM,05:22 AM,06:06 AM,08:00 PM,9,15,15,15,10,32,69,0.2,1016,22,10,114,6,21220
2015-05-03,24,15,0.0,11.6,6,98,07:41 PM,05:55 AM,06:05 AM,08:01 PM,10,19,19,19,15,25,55,0.0,1019,24,10,188,8,21220
2015-05-04,27,15,0.0,11.6,6,95,08:39 PM,06:31 AM,06:04 AM,08:02 PM,11,20,20,20,30,14,57,0.0,1022,27,10,205,17,21220
2015-05-05,25,16,0.0,11.6,5,89,09:38 PM,07:12 AM,06:03 AM,08:03 PM,15,21,21,20,17,30,72,7.4,1023,25,9,235,9,21220
2015-05-06,24,15,0.0,11.6,5,82,10:34 PM,07:58 AM,06:01 AM,08:04 PM,15,19,20,19,20,21,76,1.9,1023,24,10,138,13,21220
2015-05-07,24,13,0.0,14.1,4,75,11:28 PM,08:49 AM,06:00 AM,08:05 PM,13,18,18,18,14,22,75,1.4,1022,24,10,119,9,21220
2015-05-08,25,15,0.0,14.5,6,68,No moonrise,09:45 AM,05:59 AM,08:06 PM,15,19,20,19,16,11,75,0.0,1021,25,10,154,10,21220
2015-05-09,25,15,0.0,12.3,5,62,12:17 AM,10:45 AM,05:58 AM,08:07 PM,17,19,20,19,13,40,85,0.7,1023,25,8,131,8,21220
2015-05-10,26,16,0.0,13.4,5,55,01:03 AM,11:50 AM,05:57 AM,08:07 PM,17,21,21,21,18,37,82,0.0,1022,26,9,189,11,21220
2015-05-11,26,17,0.0,14.5,5,48,01:46 AM,12:56 PM,05:56 AM,08:08 PM,18,22,22,21,12,33,83,0.4,1018,26,9,146,8,21220
2015-05-12,28,18,0.0,14.5,6,41,02:25 AM,02:03 PM,05:55 AM,08:09 PM,15,24,24,23,31,18,65,0.0,1013,28,10,252,18,21220
2015-05-13,19,12,0.0,13.4,4,35,03:02 AM,03:12 PM,05:54 AM,08:10 PM,7,14,15,14,35,25,59,0.0,1022,19,10,321,23,21220
2015-05-14,20,9,0.0,14.5,5,28,03:40 AM,04:21 PM,05:53 AM,08:11 PM,5,13,14,13,21,10,57,0.0,1029,20,10,185,13,21220
2015-05-15,21,12,0.0,14.5,5,21,04:17 AM,05:31 PM,05:52 AM,08:12 PM,10,16,17,16,24,23,65,0.0,1025,21,10,184,15,21220
2015-05-16,27,16,0.0,13.4,5,14,04:57 AM,06:39 PM,05:52 AM,08:13 PM,17,22,22,21,21,44,79,3.4,1021,27,8,195,13,21220
2015-05-17,25,19,0.0,10.2,5,7,05:39 AM,07:47 PM,05:51 AM,08:14 PM,19,22,22,21,11,70,87,37.8,1021,25,6,196,6,21220
2015-05-18,28,19,0.0,14.5,6,1,06:25 AM,08:51 PM,05:50 AM,08:15 PM,20,25,25,23,14,42,80,16.4,1018,28,8,147,8,21220
2015-05-19,28,18,0.0,13.4,5,6,07:15 AM,09:50 PM,05:49 AM,08:16 PM,18,24,24,22,14,51,79,1.7,1013,28,7,184,9,21220
2015-05-20,19,13,0.0,14.5,5,13,08:07 AM,10:43 PM,05:48 AM,08:17 PM,8,15,15,15,31,10,63,0.0,1015,19,10,251,21,21220
2015-05-21,13,9,0.0,10.2,3,20,09:03 AM,11:30 PM,05:48 AM,08:17 PM,7,10,11,10,16,68,75,0.9,1015,13,8,123,10,21220
2015-05-22,22,9,0.0,14.5,5,26,10:00 AM,No moonset,05:47 AM,08:18 PM,8,14,16,14,35,11,62,0.0,1018,22,10,298,21,21220
2015-05-23,21,9,0.0,14.5,5,33,10:57 AM,12:11 AM,05:46 AM,08:19 PM,4,13,14,13,20,7,51,0.0,1029,21,10,188,11,21220
2015-05-24,24,12,0.0,14.5,6,40,11:53 AM,12:48 AM,05:45 AM,08:20 PM,12,18,18,18,19,8,69,0.0,1027,24,10,187,11,21220
2015-05-25,26,16,0.0,14.5,6,47,12:49 PM,01:22 AM,05:45 AM,08:21 PM,15,21,21,21,32,13,73,0.0,1024,26,10,188,20,21220
2015-05-26,27,17,0.0,14.5,6,54,01:45 PM,01:53 AM,05:44 AM,08:22 PM,18,23,23,22,30,24,78,0.0,1022,27,10,188,19,21220
2015-05-27,28,20,0.0,13.4,6,60,02:40 PM,02:22 AM,05:44 AM,08:22 PM,20,25,25,23,29,37,82,4.3,1021,28,10,196,18,21220
2015-05-28,29,19,0.0,14.5,6,67,03:36 PM,02:52 AM,05:43 AM,08:23 PM,19,25,25,24,13,19,75,2.5,1021,29,9,193,7,21220
2015-05-29,27,18,0.0,14.5,5,74,04:32 PM,03:23 AM,05:43 AM,08:24 PM,18,23,23,22,23,14,77,3.5,1023,27,10,126,14,21220
2015-05-30,28,19,0.0,14.5,7,81,05:30 PM,03:54 AM,05:42 AM,08:25 PM,19,24,24,23,27,13,78,0.0,1020,28,10,185,18,21220
2015-05-31,29,19,0.0,14.5,6,87,06:29 PM,04:29 AM,05:42 AM,08:25 PM,19,25,25,24,27,14,76,4.3,1017,29,10,189,17,21220
2015-06-01,28,18,0.0,14.5,5,94,07:28 PM,05:08 AM,05:41 AM,08:26 PM,20,24,24,23,20,54,84,35.9,1016,28,7,158,12,21220
2015-06-02,15,14,0.0,9.3,3,100,08:26 PM,05:52 AM,05:41 AM,08:27 PM,14,14,15,14,24,100,93,2.8,1019,15,8,36,18,21220
2015-06-03,18,14,0.0,9.3,4,92,09:22 PM,06:42 AM,05:40 AM,08:27 PM,13,15,15,15,20,99,83,3.4,1022,18,6,67,15,21220
2015-06-04,18,14,0.0,9.3,4,86,10:15 PM,07:38 AM,05:40 AM,08:28 PM,13,15,15,15,21,98,85,3.1,1022,18,5,60,14,21220
2015-06-05,23,14,0.0,9.3,4,79,11:03 PM,08:38 AM,05:40 AM,08:29 PM,15,18,19,18,14,85,85,0.5,1017,23,9,134,10,21220
2015-06-06,25,16,0.0,13.5,5,72,11:47 PM,09:42 AM,05:40 AM,08:29 PM,17,21,21,20,20,38,80,6.4,1014,25,9,183,13,21220
2015-06-07,24,17,0.0,14.5,6,65,No moonrise,10:48 AM,05:39 AM,08:30 PM,15,20,21,20,23,45,76,0.1,1020,24,10,159,16,21220
2015-06-08,28,17,0.0,14.5,5,58,12:27 AM,11:55 AM,05:39 AM,08:31 PM,17,23,23,22,35,25,75,4.1,1013,28,10,188,23,21220
2015-06-09,28,19,0.0,14.5,5,52,01:05 AM,01:03 PM,05:39 AM,08:31 PM,17,24,24,23,25,35,71,3.2,1007,28,10,252,16,21220
2015-06-10,26,17,0.0,14.5,6,45,01:41 AM,02:10 PM,05:39 AM,08:32 PM,15,23,23,22,20,4,67,0.0,1012,26,10,205,11,21220
