date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2018-12-11,6,-0,0.0,8.7,2,24,11:35 AM,09:43 PM,08:16 AM,05:44 PM,-5,0,3,0,12,1,61,0.0,1020,6,10,263,9,21201
2018-12-12,7,0,0.0,7.0,1,31,12:11 PM,10:39 PM,08:17 AM,05:44 PM,-3,1,3,1,13,22,63,0.0,1022,7,10,241,8,21201
2018-12-13,9,3,0.0,8.7,3,38,12:44 PM,11:36 PM,08:17 AM,05:44 PM,1,3,5,3,12,56,74,0.0,1026,9,10,122,8,21201
2018-12-14,9,3,0.0,7.0,2,45,01:14 PM,No moonset,08:18 AM,05:44 PM,4,4,6,4,9,61,89,4.7,1028,9,7,109,6,21201
2018-12-15,11,8,0.0,3.5,2,51,01:42 PM,12:33 AM,08:19 AM,05:45 PM,9,7,9,7,29,100,96,47.7,1018,11,7,41,17,21201
2018-12-16,7,4,0.0,3.5,2,58,02:10 PM,01:32 AM,08:20 AM,05:45 PM,4,3,6,3,27,90,89,30.8,1012,7,8,188,18,21201
2018-12-17,10,4,0.0,7.0,2,65,02:38 PM,02:31 AM,08:20 AM,05:45 PM,1,2,6,2,27,24,69,0.0,1012,10,10,298,18,21201
2018-12-18,6,1,0.0,8.7,2,72,03:09 PM,03:34 AM,08:21 AM,05:46 PM,-4,-0,4,-0,22,3,58,0.0,1020,6,10,309,15,21201
2018-12-19,8,3,0.0,8.7,3,78,03:43 PM,04:38 AM,08:21 AM,05:46 PM,-2,3,5,3,10,3,61,0.0,1021,8,10,207,7,21201
2018-12-20,6,2,0.0,3.5,1,85,04:21 PM,05:45 AM,08:22 AM,05:46 PM,2,2,5,2,19,66,85,18.2,1015,6,8,100,11,21201
2018-12-21,15,11,0.0,3.5,3,92,05:08 PM,06:54 AM,08:22 AM,05:47 PM,13,12,14,12,29,73,92,16.9,993,15,9,171,17,21201
2018-12-22,9,4,0.0,8.7,3,99,06:02 PM,08:02 AM,08:23 AM,05:47 PM,1,3,6,3,31,37,67,0.4,1007,9,9,291,22,21201
2018-12-23,8,3,0.0,8.7,3,94,07:04 PM,09:08 AM,08:23 AM,05:48 PM,-1,3,5,3,11,23,67,0.3,1021,8,9,235,8,21201
2018-12-24,7,3,0.0,8.7,2,88,08:12 PM,10:07 AM,08:24 AM,05:48 PM,-1,2,5,2,21,41,66,0.0,1021,7,10,299,14,21201
2018-12-25,5,0,0.0,5.2,1,81,09:25 PM,10:58 AM,08:24 AM,05:49 PM,-6,-1,2,-1,14,49,56,0.0,1028,5,10,313,10,21201
2018-12-26,8,1,0.0,8.7,2,74,10:36 PM,11:42 AM,08:25 AM,05:50 PM,-3,2,4,2,9,10,62,0.0,1033,8,10,270,6,21201
2018-12-27,8,3,0.0,8.7,3,67,11:47 PM,12:20 PM,08:25 AM,05:50 PM,0,3,5,3,13,28,72,0.1,1034,8,10,165,9,21201
2018-12-28,12,7,0.0,3.5,3,61,No moonrise,12:54 PM,08:25 AM,05:51 PM,9,8,10,8,20,91,95,54.9,1018,12,4,179,11,21201
2018-12-29,9,4,0.0,8.7,2,54,12:54 AM,01:26 PM,08:26 AM,05:52 PM,3,5,8,5,22,30,74,0.0,1020,9,10,303,14,21201
2018-12-30,9,3,0.0,8.7,2,47,02:00 AM,01:56 PM,08:26 AM,05:53 PM,0,5,5,5,7,32,69,0.0,1024,9,10,227,5,21201
2018-12-31,9,3,0.0,3.5,2,40,03:05 AM,02:27 PM,08:26 AM,05:53 PM,5,3,6,3,18,70,90,20.1,1021,9,7,145,11,21201
2019-01-01,14,7,0.0,8.7,4,34,04:08 AM,03:00 PM,08:26 AM,05:54 PM,7,10,12,10,34,33,75,0.0,1015,14,10,270,12,21201
2019-01-02,8,3,0.0,3.5,2,27,05:10 AM,03:36 PM,08:26 AM,05:55 PM,1,5,6,5,12,66,71,0.0,1023,8,10,142,6,21201
2019-01-03,8,6,0.0,7.0,2,20,06:10 AM,04:16 PM,08:26 AM,05:56 PM,2,4,7,4,19,41,73,1.2,1017,8,8,251,6,21201
2019-01-04,8,3,0.0,7.0,2,13,07:07 AM,05:00 PM,08:26 AM,05:57 PM,2,4,6,4,11,56,79,0.6,1015,8,9,171,8,21201
2019-01-05,9,6,0.0,5.2,2,6,08:01 AM,05:48 PM,08:26 AM,05:57 PM,5,5,7,5,22,64,86,7.1,1003,9,7,195,12,21201
2019-01-06,10,3,0.0,8.7,3,0,08:49 AM,06:40 PM,08:26 AM,05:58 PM,-0,3,6,3,26,10,64,0.0,1020,10,10,299,9,21201
2019-01-07,3,1,0.0,5.2,1,7,09:33 AM,07:35 PM,08:26 AM,05:59 PM,-6,-2,2,-2,17,54,56,0.0,1030,3,10,102,7,21201
2019-01-08,10,4,0.0,9.7,2,14,10:11 AM,08:30 PM,08:26 AM,06:00 PM,4,4,7,4,23,38,84,3.6,1014,10,9,201,9,21201
2019-01-09,7,-0,0.1,9.8,1,21,10:45 AM,09:27 PM,08:26 AM,06:01 PM,-3,-0,4,-0,37,37,59,1.6,1009,7,10,287,18,21201
2019-01-10,3,-2,0.0,9.8,1,27,11:16 AM,10:24 PM,08:26 AM,06:02 PM,-9,-7,-0,-7,38,35,49,0.0,1015,3,10,306,16,21201
2019-01-11,2,-3,0.0,9.8,2,34,11:44 AM,11:22 PM,08:26 AM,06:03 PM,-12,-6,-1,-6,25,8,44,0.0,1027,2,10,319,10,21201
