date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2018-12-11,5,-2,0.0,8.7,2,24,11:30 AM,09:41 PM,08:11 AM,05:43 PM,-4,-3,1,-3,18,4,74,0.0,1020,5,10,223,10,21643
2018-12-12,6,0,0.0,8.7,2,31,12:06 PM,10:37 PM,08:12 AM,05:43 PM,-3,0,3,0,15,26,64,0.0,1022,6,10,262,8,21643
2018-12-13,10,2,0.0,8.7,2,38,12:39 PM,11:34 PM,08:13 AM,05:43 PM,1,3,5,3,16,46,74,0.0,1027,10,10,137,9,21643
2018-12-14,12,5,0.0,7.0,2,45,01:10 PM,No moonset,08:13 AM,05:43 PM,6,7,8,7,11,53,87,5.0,1028,12,10,75,6,21643
2018-12-15,13,11,0.0,3.5,3,51,01:39 PM,12:31 AM,08:14 AM,05:43 PM,12,10,12,10,28,100,96,18.8,1017,13,8,64,18,21643
2018-12-16,10,4,0.0,3.5,2,58,02:07 PM,01:29 AM,08:15 AM,05:44 PM,7,5,8,5,27,95,92,4.5,1011,10,9,154,18,21643
2018-12-17,10,4,0.0,8.7,3,65,02:35 PM,02:28 AM,08:15 AM,05:44 PM,1,3,6,3,25,16,73,0.0,1012,10,10,294,16,21643
2018-12-18,5,1,0.0,8.7,2,72,03:06 PM,03:30 AM,08:16 AM,05:44 PM,-4,-1,3,-1,22,1,60,0.0,1020,5,10,310,14,21643
2018-12-19,8,0,0.0,8.7,2,78,03:41 PM,04:33 AM,08:16 AM,05:45 PM,-3,1,3,1,13,3,66,0.0,1022,8,10,199,7,21643
2018-12-20,14,2,0.0,3.5,2,85,04:20 PM,05:41 AM,08:17 AM,05:45 PM,6,6,8,6,22,73,88,15.5,1015,14,8,114,12,21643
2018-12-21,16,13,0.0,7.0,4,92,05:06 PM,06:49 AM,08:18 AM,05:46 PM,14,15,15,15,35,73,90,12.8,995,16,9,174,20,21643
2018-12-22,10,4,0.0,8.7,2,99,06:00 PM,07:58 AM,08:18 AM,05:46 PM,2,4,8,4,30,37,70,0.9,1007,10,10,285,20,21643
2018-12-23,8,2,0.0,8.7,3,94,07:03 PM,09:03 AM,08:18 AM,05:47 PM,-0,3,5,3,12,11,70,0.0,1021,8,10,248,7,21643
2018-12-24,7,3,0.0,8.7,3,88,08:11 PM,10:02 AM,08:19 AM,05:47 PM,0,2,5,2,19,39,72,0.5,1021,7,9,282,11,21643
2018-12-25,5,-0,0.0,5.2,1,81,09:23 PM,10:53 AM,08:19 AM,05:48 PM,-5,-1,2,-1,15,38,61,0.0,1028,5,10,312,9,21643
2018-12-26,7,-1,0.0,8.7,2,74,10:34 PM,11:38 AM,08:20 AM,05:49 PM,-4,0,2,0,10,7,65,0.0,1033,7,10,286,6,21643
2018-12-27,9,1,0.0,8.7,3,67,11:44 PM,12:16 PM,08:20 AM,05:49 PM,0,3,5,3,15,27,75,0.0,1035,9,10,153,9,21643
2018-12-28,17,10,0.0,3.5,4,61,No moonrise,12:50 PM,08:20 AM,05:50 PM,12,12,14,12,34,86,91,23.0,1019,17,8,196,20,21643
2018-12-29,13,5,0.0,7.0,3,54,12:51 AM,01:23 PM,08:21 AM,05:51 PM,5,7,10,7,24,41,75,0.0,1020,13,10,262,15,21643
2018-12-30,7,4,0.0,8.7,3,47,01:57 AM,01:54 PM,08:21 AM,05:51 PM,0,4,5,4,6,39,71,0.0,1024,7,10,274,4,21643
2018-12-31,12,3,0.0,3.5,2,40,03:01 AM,02:25 PM,08:21 AM,05:52 PM,5,5,7,5,22,67,88,4.8,1022,12,9,141,10,21643
2019-01-01,17,8,0.0,7.0,3,34,04:04 AM,02:58 PM,08:21 AM,05:53 PM,9,13,14,13,40,59,75,0.5,1015,17,9,272,13,21643
2019-01-02,9,3,0.0,7.0,2,27,05:05 AM,03:35 PM,08:21 AM,05:54 PM,2,5,6,5,14,62,73,0.2,1024,9,10,131,5,21643
2019-01-03,10,3,0.0,7.0,2,20,06:05 AM,04:14 PM,08:21 AM,05:55 PM,3,5,7,5,22,65,79,5.0,1017,10,9,255,6,21643
2019-01-04,9,3,0.0,7.0,2,13,07:02 AM,04:58 PM,08:21 AM,05:55 PM,3,4,6,4,14,63,79,1.3,1015,9,10,156,7,21643
2019-01-05,11,8,0.0,3.5,2,6,07:56 AM,05:47 PM,08:21 AM,05:56 PM,8,7,9,7,27,72,89,1.6,1002,11,6,227,12,21643
2019-01-06,11,5,0.0,8.7,3,0,08:44 AM,06:38 PM,08:21 AM,05:57 PM,2,5,8,5,29,8,68,0.0,1018,11,10,300,12,21643
2019-01-07,4,-0,0.0,5.2,1,7,09:28 AM,07:33 PM,08:21 AM,05:58 PM,-5,-2,2,-2,18,44,60,0.0,1030,4,10,132,7,21643
2019-01-08,11,4,0.0,5.2,2,14,10:06 AM,08:28 PM,08:21 AM,05:59 PM,6,6,8,6,24,73,88,1.4,1015,11,9,197,9,21643
2019-01-09,8,1,0.3,8.2,2,21,10:40 AM,09:25 PM,08:21 AM,06:00 PM,-2,1,6,1,42,40,59,0.7,1008,8,10,284,18,21643
2019-01-10,3,-2,0.0,9.8,1,27,11:12 AM,10:22 PM,08:21 AM,06:01 PM,-9,-6,0,-6,43,35,50,0.0,1015,3,10,304,17,21643
2019-01-11,2,-2,0.0,9.8,2,34,11:41 AM,11:19 PM,08:21 AM,06:02 PM,-12,-6,-1,-6,25,6,44,0.0,1026,2,10,307,8,21643
