date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2018-12-26,7,0,0.0,8.7,2,74,10:38 PM,11:41 AM,08:23 AM,05:53 PM,-3,2,3,2,9,7,63,0.0,1033,7,10,275,5,20637
2018-12-27,9,1,0.0,8.7,2,67,11:48 PM,12:19 PM,08:23 AM,05:53 PM,0,3,5,3,13,33,72,0.1,1034,9,10,164,8,20637
2018-12-28,15,10,0.0,3.5,3,61,No moonrise,12:54 PM,08:24 AM,05:54 PM,11,11,12,11,25,81,93,44.3,1019,15,7,197,14,20637
2018-12-29,12,6,0.0,7.0,2,54,12:55 AM,01:26 PM,08:24 AM,05:55 PM,5,7,9,7,23,32,75,0.0,1020,12,10,227,14,20637
2018-12-30,8,4,0.0,5.2,2,47,02:01 AM,01:57 PM,08:24 AM,05:55 PM,1,5,6,5,6,37,71,0.0,1024,8,10,175,4,20637
2018-12-31,11,2,0.0,3.5,2,40,03:05 AM,02:29 PM,08:24 AM,05:56 PM,6,5,7,5,19,73,90,6.6,1022,11,9,149,10,20637
2019-01-01,16,8,0.0,8.7,3,34,04:07 AM,03:02 PM,08:24 AM,05:57 PM,9,13,14,13,34,50,74,0.0,1016,16,10,276,12,20637
2019-01-02,8,3,0.0,3.5,2,27,05:09 AM,03:39 PM,08:25 AM,05:58 PM,2,5,6,5,13,62,73,0.3,1023,8,9,108,3,20637
2019-01-03,10,5,0.0,5.2,2,20,06:08 AM,04:18 PM,08:25 AM,05:58 PM,4,5,7,5,17,69,79,5.6,1017,10,10,263,4,20637
2019-01-04,9,4,0.0,7.0,2,13,07:06 AM,05:02 PM,08:25 AM,05:59 PM,4,5,7,5,13,68,83,2.0,1015,9,9,151,4,20637
2019-01-05,11,8,0.0,8.2,2,6,07:59 AM,05:51 PM,08:25 AM,06:00 PM,7,7,9,7,21,64,86,6.8,1003,11,6,241,9,20637
2019-01-06,11,3,0.0,9.8,3,0,08:47 AM,06:42 PM,08:25 AM,06:01 PM,1,5,7,5,24,5,67,0.0,1021,11,10,300,7,20637
2019-01-07,4,1,0.0,9.8,1,7,09:31 AM,07:37 PM,08:25 AM,06:02 PM,-4,-0,3,-0,18,46,61,0.0,1030,4,10,107,8,20637
2019-01-08,13,5,0.0,9.8,2,14,10:09 AM,08:32 PM,08:25 AM,06:03 PM,6,7,9,7,26,57,83,2.7,1015,13,9,207,10,20637
2019-01-09,8,1,0.0,9.8,2,21,10:44 AM,09:29 PM,08:24 AM,06:04 PM,-2,1,6,1,34,33,58,0.2,1010,8,10,287,14,20637
2019-01-10,3,-2,0.0,9.8,1,27,11:15 AM,10:25 PM,08:24 AM,06:05 PM,-10,-6,-0,-6,35,17,49,0.0,1016,3,10,306,15,20637
2019-01-11,2,-3,0.0,9.8,2,34,11:44 AM,11:23 PM,08:24 AM,06:06 PM,-10,-5,-1,-5,22,6,49,0.0,1027,2,10,317,6,20637
