date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2018-12-27,8,3,0.0,8.7,3,67,11:46 PM,12:19 PM,08:24 AM,05:50 PM,1,4,6,4,13,28,71,0.1,1034,8,10,165,9,21412
2018-12-28,13,8,0.0,3.5,3,61,No moonrise,12:53 PM,08:24 AM,05:51 PM,10,9,11,9,22,85,95,70.9,1018,13,7,187,12,21412
2018-12-29,10,4,0.0,7.0,2,54,12:54 AM,01:25 PM,08:25 AM,05:52 PM,4,6,8,6,23,39,73,0.0,1020,10,10,305,14,21412
2018-12-30,9,4,0.0,7.0,2,47,02:00 AM,01:56 PM,08:25 AM,05:53 PM,0,5,6,5,6,41,67,0.0,1024,9,10,211,5,21412
2018-12-31,9,4,0.0,3.5,2,40,03:04 AM,02:27 PM,08:25 AM,05:53 PM,5,4,6,4,19,69,89,18.3,1022,9,8,144,10,21412
2019-01-01,14,7,0.0,7.0,3,34,04:07 AM,03:00 PM,08:25 AM,05:54 PM,7,10,12,10,37,43,73,3.5,1015,14,10,270,12,21412
2019-01-02,8,3,0.0,3.5,2,27,05:09 AM,03:36 PM,08:25 AM,05:55 PM,1,4,6,4,14,60,72,0.0,1024,8,10,144,5,21412
2019-01-03,8,6,0.0,7.0,2,20,06:09 AM,04:16 PM,08:25 AM,05:56 PM,2,5,7,5,20,49,72,2.0,1017,8,9,253,6,21412
2019-01-04,9,4,0.0,7.0,2,13,07:06 AM,05:00 PM,08:25 AM,05:57 PM,3,4,6,4,12,57,78,0.7,1015,9,9,165,8,21412
2019-01-05,9,7,0.0,5.2,2,6,08:00 AM,05:48 PM,08:25 AM,05:58 PM,6,6,8,6,23,64,85,8.6,1003,9,7,189,12,21412
2019-01-06,10,4,0.0,8.7,3,0,08:48 AM,06:40 PM,08:25 AM,05:58 PM,1,4,7,4,28,11,64,0.0,1019,10,10,300,9,21412
2019-01-07,3,1,0.0,5.2,1,7,09:32 AM,07:35 PM,08:25 AM,05:59 PM,-6,-2,2,-2,20,50,55,0.0,1030,3,10,103,8,21412
2019-01-08,11,5,0.0,9.8,2,14,10:10 AM,08:30 PM,08:25 AM,06:00 PM,5,5,8,5,26,42,83,4.1,1014,11,9,202,9,21412
2019-01-09,7,0,0.0,4.9,2,21,10:44 AM,09:27 PM,08:25 AM,06:01 PM,-3,0,5,0,40,49,57,2.8,1009,7,9,287,18,21412
2019-01-10,3,-2,0.0,9.8,1,27,11:15 AM,10:24 PM,08:25 AM,06:02 PM,-9,-7,0,-7,42,32,49,0.0,1016,3,10,305,18,21412
2019-01-11,2,-2,0.0,9.8,2,34,11:44 AM,11:21 PM,08:25 AM,06:03 PM,-11,-5,-0,-5,27,8,45,0.0,1027,2,10,320,8,21412
